,Haber Türü,Haber Linki,Haber Başlığı,Haber İçeriği,Haber Tarihi
724,Gündem,https://www.hurriyet.com.tr/gundem/arnavutkoyde-kornaya-basarak-uyaran-iett-otobusunun-soforune-saldiri-42102826,Arnavutköy'de kornaya basarak uyaran İETT otobüsünün şöförüne saldırı,"Arnavutköy'de dün 17.00 sıralarında caddeye hatalı park edilen otomobil nedeniyle İETT otobüsünün şoförü dönüş yapamadı. Şoförün kornaya basmasına sinirlenen otomobilin sürücüsü aracından indi.Otomobilden inen sürücü ve yanındaki kadınlar İETT otobüsünün camına vurarak şoföre hakaret edip saldırmaya çalıştı. Şoför otobüsün kapısını kapatarak kendisini korumaya çalıştı. O anları cep telefonu kamerasıyla da görüntüleyen şoför, otomobil sürücüsünün yolu açmasısın ardından yoluna devam etti.","Temmuz 18, 2022 14:16"
725,Spor,https://www.hurriyet.com.tr/sporarena/kenan-yildiz-juventusta-bayern-munihten-42099980,Kenan Yıldız Juventus'ta! Bayern Münih'ten...,"İtalyan devi Juventus, Bayern Münih altyapısında U16, U17 ve U19 akımı formalarını giyen 2005 doğumlu Kenan Yıldız'ı transfer etti.Almanya doğumlu olan Kenan Yıldız, Türkiye U17 Milli Takımı'nda da forma giyiyor.Orta sahanın ortasında ve kanatlarda görev yapabilen Kenan Yıldız, Juventus'ta U19 takımında forma giyecek.Juventus ile 3 yıllık sözleşme imzalayan 17 yaşındaki futbolcu, geçen sezon 20 maça çıkıp 6 gol ve 8 asistle oynamıştı.","Temmuz 12, 2022 13:36"
726,Gündem,https://www.hurriyet.com.tr/gundem/ak-parti-genel-baskan-vekili-yildirim-milletimizin-destegiyle-her-secimden-alnimizin-akiyla-ciktik-42103707,AK Parti Genel Başkan Vekili Yıldırım: Milletimizin desteğiyle her seçimden alnımızın akıyla çıktık,"AK Parti Genel Başkanvekili, İzmir Milletvekili Binali Yıldırım düzenlenen program kapsamında Milas’a geldi. Atapark Meydanı’nda gerçekleştirilen mitingde Yıldırım'ın alana gelmesi öncesinde AK Parti Milas İlçe Başkanı Emin Çelik, MHP Muğla İl Başkanı Mehmet Korkmaz, AK Parti Muğla İl Başkanı Kadem Mete, AK Parti Muğla Milletvekilli Yelda Erol Gökcan ile Mehmet Yavuz Demir ve de AK Parti Teşkilat Başkanı İzmir Milletvekili Atilla Kaya birer konuşma yaptı.Konuşmaların ardından alana gelen Binali Yıldırım, Atatürk Meydanı’nda toplanan kalabalığı selamladıktan sonra yaptığı konuşmada, ""15 Temmuz hain FETÖ darbe girişiminin altıncı yılı. Ezanımız dinmedi, ay yıldızlı bayrağımız inmedi. Teröre karşı en büyük mücadeleyi 15 Temmuz gecesi verdik. O gece bu milletin asil evlatları, 7’den 70’e kadınıyla erkeğiyle, Recep Tayyip Erdoğan’ın çağrısıyla meydanları doldurdu. Alçaklara geçit vermediniz. Bütün şehitlerimizi rahmetle anıyoruz. O gece halkın ve hakkın gücü tankın gücünü yenmiştir. İkinci İstiklal mücadelesi başarıyla tamamlanmıştır. Seçilmiş başbakanı ortadan kaldırmak isteyenler bozguna uğramış, Türk adaleti önünde hesaplarını vermiştir. Bu ülkeye ayar vermeye çalışanlar 10 defa düşünmelidir. Vatanını toprağını seven bu aziz millet, her türlü zorluğun üstesinden gelecektir"" dedi.'DEDİKLERİ TEK ŞEY ‘RECEP TAYYİP ERDOĞAN İNSİN DE NE OLURSA OLSUN’""İnşallah 2023’e, Cumhuriyetimizin 100’üncü yılına 20 yılda yaptığımız aynı başarıyı taşımayı hedefliyoruz"" diyerek konuşmasına devam eden Yıldırım, ""2023’e hazır mısınız? Yeniden destan yazacak mıyız? Recep Tayyip Erdoğan’ı Cumhur İttifakı olarak seçmeye hazır mısınız? Tabi demokrasinin güzelliği iktidar ve muhalefettir. Biz muhalefetten şu teklifi bekleriz; ‘biz iktidara gelirsek, AK Parti’nin yaptıklarının üzerine şunları da yapacağız’ deseler. Bir şey ifade eder. Bugüne kadar muhalefet edenler, bölünmüş yolların, şehir hastanelerinin, okulların, fabrikaların, ticaretin üzerine bir şey koyacakları yönünde bir açıklama duydunuz mu? ‘Havayolunu halkın yolu yapacağız’ dediler mi? ‘225 milyara çıkmış ticareti, ihracatı 400 milyara çıkaracağız’ dediklerine şahit oldunuz mu? Dedikleri tek şey ‘Recep Tayyip Erdoğan insin de ne olursa olsun’. İnince ne olacak? diye sorunca; ‘Onu bize söylemediler. Bizim görevimiz bu kadar’ dediler. Biz bu oyunu 17-25 Aralık’ta, elektronik muhtırada, 15 Temmuz’da da gördük. Bu ülkenin bağımsızlığına yan gözle bakanlara en güzel cevabı yine bu yüce millet verecektir. Birlikte vereceğiz. Tabi ki bazı zorluklarımız, sorunlarımız olabilir. Sorunların çözümü de AK Parti’den geçiyor. Siz milletimizin desteğiyle her seçimden alnımızın akıyla çıktık. 16’ncı seçimde de siz asil milletimizin desteğiyle eyvallah sizi mahcup etmeyeceğiz"" diye konuştu.Yıldırım’ın yaptığı konuşmanın ardından katılımcılarla birlikte sembolik olarak AK Parti Milas İlçe Başkanlığının açılış kurdelesi kesildi. Kurdeleyi kesen Yıldırım, yeni ilçe binasının hayırlara vesile olmasını diledi. AK Parti Milas İlçe Başkanı Emin Çelik tarafından Yıldırım’a günün anısına kök boya el dokuması Milas halısı hediye edildi. Yıldırım daha sonra Ören SS Yat İmalat Bakım Çekek Kooperatifini ziyaret ettikten sonra ilçeden ayrıldı.","Temmuz 19, 2022 23:32"
727,Ekonomi,https://www.hurriyet.com.tr/ekonomi/ilac-fiyatlari-yeniden-duzenlendi-42098319,İlaç fiyatları yeniden düzenlendi,"Resmi Gazete’de yayımlanan Cumhurbaşkanı kararıyla düzenlemeler dün itibarıyla yürürlüğe girerken, 13 yıldır değişmeyen eczacı kârlılık oranlarında da artış oldu. Örneğin yüzde 25 olan 28’e, yüzde 12 olan 13’e, yüzde 16 olan 18’e çıkarıldı.SORUN HAFİFLEYECEKAnkara Eczacı Odası Başkanı Taner Ercanlı, “İlaç fiyatlarının yükselmesini tabii ki arzu etmeyiz ama ilacın ulaşılabilir olmasını istiyoruz. Sahanın da gerçekleri var. Piyasada ilacın bulunabilir olması gerekiyor. Bunun için de önündeki engelleri kaldırmak gerek. Bu engel fiyat ya da bürokratik engelse kalkmalı. Yani hasta reçeteyle geldiğinde ilacına ulaşmalı. Son dönemde ilaç firmaları üretim maliyetlerinden dolayı birçok ilacın üretimini ya da ithalatını yapmıyorlardı. Bu nedenle hastalar ilaca ulaşamıyordu. Kur şubat ayı itibarıyla 6.29 olarak hesaplanmaya başlamıştı ama yeterli değildi. Biz bunun sorunu çözmeyeceğini haziran ayından itibaren ‘ilaç yoklarının’ yükselişe geçeceğini söylemiştik. Piyasada her 5 ilaçtan birini bulamıyoruz. Bu artış hemen her ilacı kapsıyor. Kanser ilaçlarından ağrı kesicilere kadar hemen her ilaç grubunda yokluk yaşanıyordu. Bunu çözmek adına böyle bir artış gerçekleştirildi. Bu artış sorunu hafifletecek ama ortadan kaldırılmayacak. Çünkü sadece kura dayalı bir uygulama kısa vadede pansuman çözümlerdir. Türkiye’nin yerli ilaç ar-gesini güçlendirmesi, yeni molekül geliştirebilen biyoteknolojik- nanoteknolojik ürünleri üretebilen ülke konumuna gelmesi lazım. Hammaddeyi de kendisi üretmeli ki bu uzun vadede işin çözümü olsun. İlaçta dışa bağımlılık devam ettikçe kura bağımlı kalacağız. Oysa bu konuda bilimsel altyapımız var. Hıfzıssıhha’dan tutun da üniversitelerimize kadar teknik donanıma sahibiz” diye konuştu. UCUZ İLAÇ AYRINTISISevindikleri hususlardan birinin de fiyatı çok düşük olan ilaçlara artış gelmesi olduğunu kaydeden Ercanlı, “Bu ilaçlarla ilgili firmalar üretimden vazgeçmişti. Buna sevindik çünkü kamu faydası var. İlaç çok ucuz olunca firmalar ilacı üretmiyor ve devlet pahalı ilacı ödemek zorunda kalıyordu. Yani aynı etkiye sahip 9 liralık ilaç yerine, devlet 100 liralık ilacı ödüyordu. Bu da kamu zararı demek” dedi.","Temmuz 09, 2022 07:23"
728,Ekonomi,https://www.hurriyet.com.tr/ekonomi/bakan-nebatiden-ekonomi-mesajlari-42102311,Bakan Nebati'den ekonomi mesajları,"Hazine ve Maliye Bakanı Nureddin Nebati, ekonomideki son 20 yılın bazı kalemlerine ilişkin değerlendirmelerde bulundu. Eğitimden sağlığa kadar birçok alanda yapılan destekleri açıklayan ""Eğitimin, sağlığın ve huzurlu bir toplumun ülke kalkınmamızdaki kritik rolünün farkındayız. Bu sebeple beşeri ve fiziki kapasitenin artırılmasına önem veriyor, bu yöndeki iyileştirmelere aralıksız devam ediyoruz"" dedi.İşte Bakan Nebati'nin açıklamaları:2002 yılında eğitimin toplam bütçe içindeki payı yüzde 9,4 iken bugün bu oranı yüzde 13,5’e çıkarttık.KYK vasıtasıyla 2002'de lisans öğrencilerine 45 TL, yüksek lisans öğrencilerine 90 TL, doktora öğrencilerine 135 TL aylık öğrenim kredisi verilirken; 2022'de lisans öğrencilerine 850 TL, yüksek lisans öğrencilerine 1.700 TL ve doktora öğrencilerine 2.550 TL burs veriyoruz.2002 yılında ilköğretim ve ortaöğretim öğrencilerine aylık 12 TL burs verilirken bugün bu rakam 469 TL’dir. 2002’de toplam okul öncesi eğitim kurumu sayısı 2.354 iken, 2022 yılında bu rakam 14.085’e ulaşmıştır.2002 öncesinde toplam 190 olan yurt sayısı, bugün 779’a yükselmiştir. 2002 öncesindeki 190 yurdun büyük kısmı ekonomik ömrünü tamamlamış olduğundan, hemen hepsi yeniden inşa edilmiştir. Böylece yurt yatak kapasitesi de 4 kattan fazla bir artışla 182 binlerden, 747 bine çıkmıştır.2002’de hiç Şehir Hastanemiz yokken, bugün tıbbi cihazlarla donatılmış Şehir Hastaneleriyle oldukça güçlü bir sağlık sistemine sahibiz. 2002 yılında sağlık harcamalarının toplam bütçe içindeki payı yüzde 2,5 iken, bugün bu oranı yüzde 6,4’e çıkarttık.2002 yılında sosyal amaçlı harcamalara bütçeden ayrılan kaynak toplam 1,6 milyar TL iken, 2022 bütçesinde bu kaynağı 100,8 milyar TL seviyesine yükselttik.Ayrıca, ek bütçe kanunumuz ile sosyal amaçlı harcamalara 44,8 milyar TL daha ek kaynak aktardık.Böylelikle sosyal amaçlı harcamalara bu yıl aktaracağımız kaynak tutarı toplamda 145,6 milyar TL’ye ulaşıyor. 2002 yılında sosyal amaçlı harcamaların toplam bütçe içindeki payı yüzde 1,3 iken bugün bu oranı yüzde 5,1’e çıkarttık.2002 yılında sadece 1 milyon haneye sosyal yardım hizmeti verilirken pandemi yardımları hariç tutulduğunda 2021 yılında 4,3 milyon ailemize ulaşılmıştır.Sosyal Yardımlaşmayı Destekleme ve Dayanışma Fonu kapsamında, sosyal desteğe ihtiyaç duyan vatandaşlarımıza yapılan ödemeler düzenli olarak devam etmektedir.Eğitimin, sağlığın ve huzurlu bir toplumun ülke kalkınmamızdaki kritik rolünün farkındayız. Bu sebeple beşeri ve fiziki kapasitenin artırılmasına önem veriyor, bu yöndeki iyileştirmelere aralıksız devam ediyoruz.","Temmuz 17, 2022 16:10"
729,Spor,https://www.hurriyet.com.tr/sporarena/ozan-tufan-fenerbahcede-kirginliklarim-var-42098750,Ozan Tufan: 'Mesut Özil'i soyunma odasında ağlattılar',"İngiltere Championship ekiplerinden Hull City, bugün Fenerbahçe ile Yeni Sakarya Atatürk Stadyumu’nda saat 20.30’da hazırlık maçında karşı karşıya gelecek. TV 8’den naklen yayımlanacak bu müsabaka öncesinde Ozan Tufan, TRT Spor’a verdiği röportajda çok çarpıcı sözler sarf etti. Fenerbahçe’de oynadığı dönemde Mesut Özil ile beraber kadro dışı kalan Ozan Tufan şöyle konuştu:BEN DE YANMIŞ OLDUM“Mesut Ağabey ile İsmail Hoca arasında her soyunma odasında olabilecek normal bir diyalog yaşandı. Mesut Ağabey gözyaşı döktüğü için yanında olmak istedim. Kurunun yanında ben de yandım. Aziz Yıldırım döneminde kadro dışı kaldığım zaman kendi hatalarım yüzünden kadro dışı kalmıştım. Ancak bu son dönemde yazılan şeylerin çoğu bildiğiniz gibi değil. Daha sonra bu konulara yönelik bir açıklama yapacağımBUNLAR HAK ETMEDİMBaşarmak istediğim ulaşmak istediğim şey şampiyonluk. Kendime güveniyorum. Fenerbahçe dönemine dair bazı kırgınlıklarım var. Hak etmediğim şeyler yaşadığımı düşünüyorum. Benim yaşamadığım bir şey bana yansıtıldı. Kafam boş olduğunda daha iyi performans verebiliyorum. Fenerbahçe döneminde bu durum benim için çok zor oldu. 7 yoğun sezon geçirdim.”MAÇ SONU ARKAMDAN AYAKKABI ATACAKLAR DİYE ÇOK KORKTUMHull City Teknik Direktörü Şota Arveladze geçen sezon 6 maç üst üste kaybettiklerini hatırlatarak “Arkamdan ayakkabı atacaklar diye çok korktum” dedi. Acun Ilıcalı da, Ali Koç gibi totem yaptığını ve deplasmanda kazanıp içerde kaybettikleri için iç sahadaki maçlarına deplasman formasıyla çıktıklarını, kötü gidişi böyle durdurduklarını söyledi.HULL CITY BİR TÜRK TAKIMIDIRFenerbahçe ile bugün Sakarya’da karşılaşacak olan Hull City’de bu müsabaka öncesi Hull City Başkanı Acun Ilıcalı, Başkan Yardımcısı Tan Kesler, Teknik Direktör Şota Arveladze ve yeni transfer Ozan Turan, İstanbul’da bir otelde düzenlenen toplantıda basın mensuplarıyla buluştu.DOĞUKAN İÇİN İLERLEDİKHull City’i, ‘Türk takımı’ olarak adlandıran Acun Ilıcalı, “Önceliği bizdeki yeteneklere vereceğim. Dünya platformuna çıkacak bütün yeteneklere kapımızı açacağız” dedi. Ilıcalı bu kapsamda Antalyaspor’dan Doğukan Sinik ile görüştüklerini belirterek “Doğukan ile ciddi aşamaya geldik. Şu an 3 futbolcu ile daha görüşüyoruz, hepsi son aşamada” diye konuştu.F.BAHÇE’NİN GELECEĞİ PARLAKAcun Ilıcalı sözlerine şöyle devam etti: “Fenerbahçe Kulübü’nde başkanlığı düşünmüyorum. Çok yakın dostum olan Ali Koç, şu anda başkan. Sabahtan akşama kadar, günde 15-20 saat Fenerbahçe için bir çaba içerisinde. Sportif başarısızlıklar olmuş olabilir ama bir tecrübe zamanı geçirmek gerekiyor başkanlıkta. Başkanımız bu süreci geçirdi. Kulübün geleceğini çok parlak görüyorum. Ne zaman istenirse elimden gelen her yardımı kulüp için yaparım. Bunu bence söylememe bile gerek yok.”BİR DE VOLEYBOL TAKIMI ALALIM ACUN BAŞKANBir gazeteci ‘Başka branşlara yatırım yapacak mısınız?’ diye sorunca Acun Ilıcalı, ‘NBA takımı almayı isterdim’ yanıtını verdi. Araya giren Şota ‘Voleybol takımı da alalım’ dedi.BEN SENİ KOŞTURURUMOzan Belgrad’da özel hocayla kondisyon çalıştığını ancak koşu mesafeleri anlamında henüz tam olarak istenilen seviyeye gelmediğini söyleyince Şota ‘Merak etme ben seni yarın maçta koştururum’ dedi.AMAN DUR, BEN HALLEDERİMBir kameraman mikrofonları düzeltirken bütün suları devirdi. Az sonra soru başka yöne gelince aynı kameraman tekrar mikrofonlara yöneldi. Ilıcalı da ‘Aman dur, ben hallederim” dedi.","Temmuz 10, 2022 07:00"
730,Ekonomi,https://www.hurriyet.com.tr/ekonomi/hedefimiz-azerbaycandan-abye-gaz-sevkiyatini-ikiye-katlamak-42103140,"‘Hedefimiz, Azerbaycan’dan AB’ye gaz sevkıyatını ikiye katlamak’","Sosyal medya hesabından açıklama yapan Leyen, “Avrupa Birliği, daha güvenilir enerji tedarikçilerine yöneliyor. Bugün yeni bir anlaşma imzalamak için Azerbaycan’dayım. Hedefimiz, birkaç yıl içinde Azerbaycan’dan AB’ye gaz sevkıyatını ikiye katlamak. Azerbaycan, tedarik güvenliğimiz ve iklim nötrlüğü yolunda önemli bir ortak olacaktır” dedi. Avrupa ülkeleri, Rusyanın Ukrayna ile savaşının başlamasının ardından gaz tedariki kapsamında alternatif çözümler arıyordu. ","Temmuz 19, 2022 07:01"
731,Dünya,https://www.hurriyet.com.tr/dunya/san-francisco-havalimaninda-bomba-panigi-42101789,San Francisco Havalimanı’nda bomba paniği!,"ABD’nin California eyaletindeki San Francisco Uluslararası Havalimanı’nda bomba ihbarı yapıldı. Dün gece saatlerinde yaşanan olayın ardından dış hatlar terminali boşaltıldı. San Francisco Polis Departmanı tarafından yapılan açıklamada, yerel saatle 20.15 civarında yapılan ihbarın ardından gerçekleştirilen çalışmalar çerçevesinde şüpheli bir paket bulunduğu aktarıldı. Paketin içerisinde muhtemel yanıcı maddeler olduğunu söyleyen polis, olayla ilgili 1 kişinin de gözaltına alındığını duyurdu.","Temmuz 16, 2022 11:14"
732,Spor,https://www.hurriyet.com.tr/sporarena/valerien-ismael-besiktas-ve-turkiye-deneyimini-alman-basinina-anlatti-42101447,"Valerien Ismael, Beşiktaş ve Türkiye deneyimini Alman basınına anlattı!","Beşiktaş'ın Fransız teknik direktörü Valerien Ismael, Alman Bild gazetesine samimi bir röportaj verdi ve Siyah-beyazlı takımdaki ilk dönemi ve Türk futboluna ilişkin tecrübelerini anlattı.Bild'in Valerien Ismael ile yaptığı röportaj şu şekilde:West Bromwich'ten ayrıldıktan sonra başka İngiliz kulüpleriyle de isminiz geçti ama sonuçta Beşiktaş'a geldiniz. Süreş nasıl gelişti?Türkiye listemde yoktu(Gülüyor). Aslında İngiltere'de kalmayı çok isterdim. West Brom'dan ayrılmamın açıklanmasından 1 saat sonra bir Championship ekibinden teklif aldım. Daha sonra Türkiye'den telefon gelince 'Tamam, bu herhangi bir kulüp değil. Beşiktaş uluslararası alanda bilinirliği olan üst düzey bir kulüp. Bununla başa çıkmalıyım.' dedim. Anlaşmamız da kısa sürdü.Bu işle ilgili sizi en çok ne cezbetti?Beşiktaş büyük bir macera. Olağanüstü bir kulüp. Burada geçirdiğim birkaç ayda bunu tekrar anladım. Münih'te her zaman gittiğim berberimde bile bunu hissettim. Kendisi Türk bir kadın ve futbolla hiç ilgisi yok. Yıllardır saçlarımı kestirirken sadece ailemiz ve çocuklarımız hakkında konuşurduk. Erkek kardeşi ve kayınbiraderi koyu bir Beşiktaş taraftarı. Beşiktaş teknik direktörü olduğumdan beri o da beni destekliyor. Beşiktaş sevgisi ve tutkusu sınırları aşıyor.İstanbul'da tüylerinizi diken diken eden bir an oldu mu?1-1 biten Fenerbahçe derbisi. O çılgın maçı anlatamam, yaşamalısınız. 28 yıldır futbolun içindeyim, çok büyük maçlar gördüm ama bu derbi çok özeldi. Rekabet, adrenalin, hararetli atmosfer gerçekten inanılmazdı.""İŞARET DİLİ KULLANMAK ZORUNDA KALDIM""Beşiktaş taraftarı çok tutkulu, stadyum atmosferi çok ateşlidir. Bu atmosferde nasıl çalışabiliyorsunuz?Özellikle ıslık çaldıklarında aşırı bir gürültü oluyor. Onların bu gürültüsü bizim için büyük avantaj. Rakibe ve hakeme baskı kuruyorlar. Maç kısa bir süreliğine durduğunda çocukları kenara çekip direktif vermeye çalışıyorum ama aşırı gürültü olduğum için genelde işaret dili kullanıyorum. İstanbul'daki ilk maçımızdan sonra böyle bir sistem geliştirdim. Stadyumda taraftara açık bir antrenman yaptık ve trbünde 12 bin kişi vardı. O kadar gürültü oldu ki oyuncularıma talimat veremez hale geldim ve o anda bir çözüm bulmam gerektiğini düşünüp işaret dili ile çalışmamız gerektiğini anladım.Yeni sezon için hedefleriniz neler?Beşiktaş, 20 milyondan fazla taraftarı olan, büyük ve duygusal bir kulüp. Bir önceki sezon takım şampiyon oldu ve Türkiye Kupası'nı kazandı. Beşiktaş için net hedef şampiyonluktur.""BEŞİKTAŞ, BAYERN MUNIH GİBİ""Burada organizasyon olarak her şey üst seviyede. Seyahatler, kamplar, oteller... Her şey 5 yıldız konforunda. Her çalışan, yaptığı işten gurur duyuyor. Bunu Bayern Münih'te de hissetmiştim. Her oyuncu sahada en iyi olmak için çabalıyor. Nerede oynarsak oynayalım, herkes bize karşı motive oluyor. Almanya'da Bayern'e karşı da diğer takımlar böyledir. Mesela geçen sezon 33. haftada Giresun deplasmanına gittik. Rakip ligde kalmayı garantilemişti ve bir önceki maçta tribünde yalnızca birkaç taraftar vardı. Bizim maçta ise tribün doluydu, rakip futbolcular sahanın her alanında ekstra motivasyonla oynadılar. Ayaklarına kramplar girene kadar mücadeleye devam ettiler. Çılgınca bir deneyimdi. Beşiktaş'ta da aynı Bayern'de olduğu gibi rakibinizin maça %110'unu verdiğini unutmamanız gerek.Beşiktaş'ın transfer rekortmeni Cenk Tosun geri döndü, Weghorst'u da aldınız. Yeni sezonda tecrübeli forvetlerinizden beklentiniz neler?Cenk Tosun, Almanca ve İngilizce konuşabilen üst düzey bir yerli forvet. Büyük liglerde oynadı ve uluslararası deneyim kazandı. Kulüp için de önemli bir figür. Şu anda iyi durumda, atletif formu ve rakip ceza alanındaki acımasızlığı bizim için değerli olacak. Weghorst da zor anlarda fark yaratabilecek bir oyuncu. Son zamanlarda böyle futbolcuları özlüyoruz.Saha kenarında fevri bir duruşunuz var. Örnek aldığınız teknik direktörler var mı?Rol model olarak değil ama Diego Simeone ve Antonio Conte'yi seviyorum. Her zaman pres yapmak benim felsefemde var. Kenarda sakince ne olacağını bekleyemem. Oyuncuları ateşleyen biri olmalıyım. Özellikle yorulduklarında, sıkıntı yaşadıklarında veya şüpheye düştüklerinde bunu yapmalıyım.","Temmuz 15, 2022 16:41"
733,Spor,https://www.hurriyet.com.tr/sporarena/son-dakika-tiago-cukur-resmen-fenerbahcede-42099394,"Son Dakika: Tiago Çukur, İstanbul'a geldi! Fenerbahçe açıklamıştı","Süper Lig ekiplerinden Fenerbahçe, Tiago Çukur transferi için Watford ile prensip anlaşmasına varıldığını resmen açıkladı.İŞTE O AÇIKLAMAKulübümüz İngiltere’nin Watford takımında forma giyen Tiago Çukur’un transferi için oyuncunun kulübü ile prensip anlaşmasına varmıştır. Sağlık kontrolleri ve ilerleyen transfer görüşmeleri için genç futbolcu bu akşam saatlerinde İstanbul’a gelecektir.İSTANBUL'A GELDİSarı-lacivertliler, bonservisi Premier Lig ekiplerinden Watfordda olan Tiago Çukuru İstanbula getirdi. 19 yaşındaki forvet oyuncusunun sağlık kontrollerinden geçtikten sonra kendisini sarı-lacivertli renklere bağlayan sözleşmeye imza atması bekleniyor.TIAGO ÇUKUR KİMDİR?Tiago Süer Barbaros Çukur, 30 Kasım 2002 tarihinde Hollanda'da doğdu. Bu sezon Watford U23 takımından kiralık olarak İngiliz kulübü Doncaster Rovers'a gönderilen 20 yaşındaki oyuncunun sözleşmesi sona erdi.Tiago Çukur, Ocak 2021'de Watford'a imza atmadan önce, 2020 yazında Feyenoord ve AZ Alkmaar genç takımlarından forma giydi. Watford U23 takımına transfer olan Tiago Çukur, Temmuz 2021'de Doncaster Rovers'a kiralık olarak gönderildi.","Temmuz 12, 2022 00:26"
734,Dünya,https://www.hurriyet.com.tr/dunya/ermenistan-duyurdu-karabagdan-cekilme-sureci-eylulde-tamamlanacak-42103432,Ermenistan duyurdu: 'Karabağ’dan çekilme süreci Eylül'de tamamlanacak',"Ermenistan Güvenlik Konseyi Sekreteri Armen Grigoryan verdiği röportajda, Ermenistan Silahlı Kuvvetleri'ne bağlı birliklerin Dağlık Karabağ'dan Eylül ayına kadar çekilmesinin tamamlanacağını duyurdu. Muhabirin Dağlık Karabağ’daki Ermeni ordusuna yeni sözleşmeli askerlerin mi dahil edileceği yoksa Ermeni askerlerinin geri mi çekileceği yönündeki sorusunu yanıtlayan Grigoryan, “Savaş sırasında Ermeni Silahlı Kuvvetleri’ne bağlı bazı birlikler yerel savunma güçlerine yardım için Dağlık Karabağ’a girdi. Ateşkes ilanının ardından ise geri dönüşleri başladı. Yerel savunma birimleri Dağlık Karabağ’da kalmaya devam edecek. Ayrıca şunu da belirtmek gerekir ki Dağlık Karabağ’da Rus Barış Gücü tarafından güvenliğin sağlanmasına devam ediliyor” dedi.""RUS BARIŞ GÜCÜ KİLİT ÖNEME SAHİP""Grigoryan, Azerbaycan Silahlı Kuvvetlerine bağlı birliklerin ise Dağlık Karabağ'daki Rus barış güçlerinin sorumluluk bölgesinde olduğu iddia ederek, ""Rusya, Azerbaycan güçlerinin oradan çekilmesi gerektiğine dair bize güvence verdi. Rusya’nın Azerbaycan birliklerinin Dağlık Karabağ'daki Rus barış güçlerinin sorumluluk bölgesinden çekilmesini sağlayacağını umuyoruz. Rus Barış Gücü, Dağlık Karabağ Ermenilerinin güvenliğinin sağlanmasında kilit öneme sahiptir” ifadelerini kullandı.Öte yandan, Azerbaycan Cumhurbaşkanı İlham Aliyev geçtiğimiz günlerde yaptığı açıklamada, Ermenistan'ın 10 Kasım bildirisine aykırı hareket ettiğini belirtmiş, savaştan bu yana 1 yıl 8 ay geçmesine Ermenistan güçlerinin Karabağ'dan halen çekilmediğini ifade etmişti.","Temmuz 19, 2022 14:06"
